id,date,description,amount,currency,merchant,category,city,country
ba60d063-bac3-43c7-9b3a-c6571f5ae547,2025-04-15,PureGym Mollyhaven,-278.32,GBP,PureGym,Health,Mollyhaven,Algeria
b2b83e47-922b-4afa-b4df-ed50fbe8be85,2025-07-08,PlayStation Store Cherylville,-210.49,USD,PlayStation Store,Entertainment,Cherylville,Wallis and Futuna
43617fd3-629a-4e41-8841-d53fa85613e4,2025-09-23,Tax Refund Connorville,216.93,EUR,Tax Refund,Income,Connorville,Samoa
dff3c9c4-d0d9-4dda-89ad-a4fe0bf87446,2025-05-27,H&M Lawrenceborough,-69.22,EUR,H&M,Shopping,Lawrenceborough,Saint Barthelemy
94da1ca3-1c24-43ab-99ad-c72e9f3a4801,2025-03-11,Bank Fee Leannefort,-164.95,USD,Bank Fee,Other,Leannefort,El Salvador
967507bd-ad07-4533-92b6-5dd762be2d4e,2025-10-03,British Gas North Ashleighchester,-19.79,GBP,British Gas,Utilities,North Ashleighchester,Switzerland
1353e108-ef5c-45fa-b373-24f392c66427,2025-02-15,Tax Refund West Callumview,51.44,USD,Tax Refund,Income,West Callumview,Central African Republic
6a1f4c93-f8ae-438f-8fd3-714af15c6fa6,2025-08-04,Sainsbury's Mooreville,-25.21,EUR,Sainsbury's,Groceries,Mooreville,Belarus
9609c550-20e3-43b9-adc5-627805f54e4c,2025-10-17,IKEA New Alan,-40.37,USD,IKEA,Shopping,New Alan,Syrian Arab Republic
c7c860a3-b265-493e-81bd-d9e113e2282d,2025-03-21,Apple Store South Scott,-180.38,USD,Apple Store,Shopping,South Scott,Armenia
acfd45a6-db92-4fab-9591-86fc67149bbd,2025-02-26,Aldi West Rhysbury,-198.93,USD,Aldi,Groceries,West Rhysbury,Papua New Guinea
65698757-ee5d-4528-96a7-29556492a78a,2024-12-13,Freelance Payment Simpsonberg,280.74,EUR,Freelance Payment,Income,Simpsonberg,Uzbekistan
98361a7e-fd05-4da7-bc9e-5b56bcd15bfb,2025-10-12,Thames Water Port Edward,-83.36,EUR,Thames Water,Utilities,Port Edward,Turkmenistan
4049cf7a-a55c-407c-9a6e-f43c7ed212c0,2025-04-05,PlayStation Store Lake Brett,-98.27,EUR,PlayStation Store,Entertainment,Lake Brett,Slovenia
6a3b3d74-8706-41d8-96fb-13528e255272,2025-10-12,Pizza Express West Sam,-188.24,USD,Pizza Express,Food,West Sam,Solomon Islands
b487418e-249f-46bb-8d5e-cfe8cc199ee7,2025-07-20,Tesco Carrfort,-163.6,USD,Tesco,Groceries,Carrfort,Cyprus
a93458da-26e6-417c-b5c6-78fc93a746fc,2025-01-18,Spotify Stonebury,-280.31,EUR,Spotify,Entertainment,Stonebury,Czech Republic
5adc6dcd-5cb9-4cc3-ab1d-e27cd72e764c,2024-11-14,H&M South Hugh,-89.07,GBP,H&M,Shopping,South Hugh,Fiji
00d0d61a-bee4-4af2-b9e0-1b4fcd255997,2025-09-18,Tax Refund Brucehaven,94.24,USD,Tax Refund,Income,Brucehaven,Iran
8ee79499-bfda-4697-9925-b71d9c181a4f,2025-07-12,Salary ACME Ltd Matthewville,202.02,USD,Salary ACME Ltd,Income,Matthewville,Turkey
a50e45b3-145f-4069-b321-9ae87e21e344,2025-10-27,Netflix New Arthur,-281.98,EUR,Netflix,Entertainment,New Arthur,Argentina
87bfadcc-e156-4b6f-879a-541958b145c8,2024-12-15,Netflix Wardmouth,-267.47,USD,Netflix,Entertainment,Wardmouth,Jordan
25363ee5-3c01-4e62-a570-6bc336380df8,2025-06-15,Salary ACME Ltd South Melissaborough,85.34,USD,Salary ACME Ltd,Income,South Melissaborough,Equatorial Guinea
e31d4526-b9a4-4694-87e5-01d8432eb3aa,2024-11-22,H&M Winterside,-65.06,USD,H&M,Shopping,Winterside,Poland
4503656c-fc57-47bd-abe0-6119b78b87b7,2025-07-27,PlayStation Store West Sharon,-79.08,EUR,PlayStation Store,Entertainment,West Sharon,Bangladesh
8ea8653a-ae90-4cc3-b395-a58b8bc397d5,2025-10-19,Aldi Saramouth,-249.66,EUR,Aldi,Groceries,Saramouth,Panama
a09be13e-839f-4fe3-829a-db9524f11582,2025-09-12,Starbucks Kathleenport,-232.48,USD,Starbucks,Food,Kathleenport,Papua New Guinea
a8dd973c-6e4d-4317-9286-f95f0cff886f,2025-04-04,Spotify Harrisonside,-223.66,USD,Spotify,Entertainment,Harrisonside,Brunei Darussalam
fcb06ffb-0ba5-43ec-89f4-40eba2288bfb,2025-01-15,Boots Pharmacy Daviesburgh,-38.0,USD,Boots Pharmacy,Health,Daviesburgh,Nicaragua
c77f1724-faf6-4c4c-8071-5299b110caae,2025-06-02,Transport for London Frenchtown,-15.63,GBP,Transport for London,Transport,Frenchtown,Gabon
e21cf23e-85cd-4420-9f32-35e076f9ea37,2025-02-19,Bank Fee Thorntonmouth,-48.69,EUR,Bank Fee,Other,Thorntonmouth,Lao People's Democratic Republic
8cd6e61f-01d7-4a15-83e7-49ada9ce7577,2025-04-16,Starbucks New Elaine,-112.57,EUR,Starbucks,Food,New Elaine,South Africa
d06df0c0-5ba4-4f4c-8ee1-854be21dc1b7,2025-10-01,Thames Water Lake Graham,-206.21,USD,Thames Water,Utilities,Lake Graham,Finland
689d14c7-83f1-4fdc-ad3d-713b4764d3f5,2025-05-13,Lidl Colinbury,-235.13,GBP,Lidl,Groceries,Colinbury,Peru
86b27a4d-a988-495b-b45d-efba908bf1e5,2025-02-27,Bank Fee East Peter,-50.59,EUR,Bank Fee,Other,East Peter,Aruba
02346032-8d32-419a-9b4b-91e13db83217,2025-02-03,Trainline Talbotland,-265.02,EUR,Trainline,Transport,Talbotland,Korea
d3350829-966b-487b-bf23-f33a9a281fdb,2025-04-06,Shell Lake Bethan,-235.8,GBP,Shell,Transport,Lake Bethan,Hungary
fe404763-0648-4fb2-b3fa-9df3ef6ddcae,2025-05-05,H&M East Abbie,-51.96,USD,H&M,Shopping,East Abbie,Portugal
c57a3a53-909f-46b5-9cd4-e4b462066922,2024-11-08,Aldi Port Dianebury,-262.29,GBP,Aldi,Groceries,Port Dianebury,Christmas Island
d0f479f7-82af-456d-8500-e5fe79db3dd2,2025-08-27,Zara Parkerbury,-245.89,GBP,Zara,Shopping,Parkerbury,United States Virgin Islands
d0ac3203-93d5-433a-bd3e-3c03b7a83ebe,2025-09-12,EE Mobile Brownemouth,-247.06,EUR,EE Mobile,Utilities,Brownemouth,Papua New Guinea
c997d3b8-29e0-49a1-94a5-54aa4e8c40b5,2025-05-19,Amazon Angelahaven,-199.71,GBP,Amazon,Shopping,Angelahaven,Japan
f2793293-4171-4649-a4e5-7aca5b32363d,2025-09-05,EE Mobile Bartlettfort,-259.98,GBP,EE Mobile,Utilities,Bartlettfort,Korea
dc447ed7-b93e-4d3b-a017-1bcd43a8aa7a,2025-02-08,Octopus Energy Port Kim,-205.46,USD,Octopus Energy,Utilities,Port Kim,Falkland Islands (Malvinas)
d9789e0b-215f-4b41-a3ac-a803fd23ba09,2025-08-13,British Gas Johnsonview,-39.03,GBP,British Gas,Utilities,Johnsonview,Kazakhstan
aa27a0d5-eb22-47e6-ae41-fc40d7617475,2024-12-04,Transport for London Damianview,-288.95,GBP,Transport for London,Transport,Damianview,Grenada
3f82c7fd-b86b-40dc-84ac-db19533bfce5,2025-03-03,McDonald's East Derekbury,-180.99,GBP,McDonald's,Food,East Derekbury,Hungary
e5ed65e8-5c8b-4bdc-9c80-3e0a67fac225,2025-07-17,Octopus Energy North Elizabeth,-183.83,USD,Octopus Energy,Utilities,North Elizabeth,Ireland
64dce0aa-498e-4448-b197-df4ed753fd92,2025-03-07,Aldi Sandersonborough,-270.35,EUR,Aldi,Groceries,Sandersonborough,Syrian Arab Republic
7b15d028-3bba-446a-98cb-2d4b02b54214,2025-04-08,Netflix Port Beverleyfurt,-214.09,EUR,Netflix,Entertainment,Port Beverleyfurt,Lesotho
f1fa0508-9fbd-4d5d-bad0-da05b1c94aa8,2024-11-08,Tax Refund Joelfurt,207.62,USD,Tax Refund,Income,Joelfurt,Timor-Leste
22c94f62-490e-4a99-b615-f18617845c1a,2025-09-28,H&M Powellside,-132.23,USD,H&M,Shopping,Powellside,South Georgia and the South Sandwich Islands
fc4e9742-670b-46a8-bae8-d12e5a6240f6,2025-06-14,EE Mobile South Gerald,-200.7,EUR,EE Mobile,Utilities,South Gerald,Faroe Islands
7c559c53-3b67-4f29-955f-936adf53a289,2025-04-14,Cineworld South Tomfurt,-201.73,GBP,Cineworld,Entertainment,South Tomfurt,Saint Kitts and Nevis
bdfb9edc-fb0c-4141-91bd-64db92f8914a,2025-01-05,PureGym Bellside,-168.55,EUR,PureGym,Health,Bellside,Anguilla
6f97c79a-c2e7-4d70-8d23-6e580f1244ae,2025-10-03,Vision Express North Carlychester,-204.81,EUR,Vision Express,Health,North Carlychester,Burkina Faso
c7658657-8ad1-405a-b08f-73d1b4ed93fb,2025-09-19,Bank Fee North Elliot,-93.78,USD,Bank Fee,Other,North Elliot,Hong Kong
dd7b6cd1-2303-4932-8e71-bbabe120da5f,2025-03-05,Starbucks Millsfurt,-89.64,GBP,Starbucks,Food,Millsfurt,Fiji
423adf2b-b543-44d7-b3a8-d82ffd737764,2025-08-08,Bank Fee Smithland,-198.14,GBP,Bank Fee,Other,Smithland,Latvia
deec3a49-6ad8-464c-87a6-755bf97403ae,2024-11-13,EasyJet West Francisland,-204.31,USD,EasyJet,Travel,West Francisland,Slovakia (Slovak Republic)
985c3d7a-1ca6-445e-a544-6f2f83ee405b,2025-10-22,Booking.com Port Robertbury,-199.36,GBP,Booking.com,Travel,Port Robertbury,Cook Islands
1e4a078a-62b8-469b-ac43-004ca9c0a51f,2025-09-09,Tax Refund East Malcolm,191.72,GBP,Tax Refund,Income,East Malcolm,Lebanon
bbeb9be1-bbc5-46d0-9c3a-e79b98faf93b,2025-07-09,Sainsbury's South Beth,-203.47,EUR,Sainsbury's,Groceries,South Beth,Equatorial Guinea
41834f56-a76f-4004-bf8f-9f310a111b14,2025-08-13,Zara New Lynda,-12.21,EUR,Zara,Shopping,New Lynda,San Marino
e058ef32-1429-484a-8fda-c1151533c79f,2025-07-26,Ryanair West Raymond,-139.35,USD,Ryanair,Travel,West Raymond,Mozambique
55cdba70-c216-4fc3-bcb5-73e6a45ab02d,2024-11-15,PayPal Beverleyfurt,-216.91,GBP,PayPal,Other,Beverleyfurt,Indonesia
b505dc60-9357-485a-95ad-d5bc87afcd1e,2025-10-16,EasyJet North Jenna,-76.98,USD,EasyJet,Travel,North Jenna,Portugal
0f38a4b6-4c7d-465d-a8d2-c67151bdd45b,2025-09-05,McDonald's North Bethan,-234.63,EUR,McDonald's,Food,North Bethan,Sierra Leone
76c7a2bc-ebb1-4d3e-9dac-63ff82f093d2,2025-02-24,Transport for London Port Annaton,-142.04,USD,Transport for London,Transport,Port Annaton,Guatemala
e1a16062-1333-4039-9311-b25a3ff46af2,2025-05-19,Amazon Brianhaven,-139.66,GBP,Amazon,Shopping,Brianhaven,Oman
b8f6be9c-584e-4dde-a742-f3de89888232,2025-03-10,Tax Refund Fullerville,180.66,GBP,Tax Refund,Income,Fullerville,Jersey
fa5e8b9a-bb08-4d95-b251-49fed5b18635,2025-10-23,Bank Fee Goddardchester,-268.15,GBP,Bank Fee,Other,Goddardchester,Christmas Island
7f6b2ed0-afc2-4f63-a1a7-f6d38c7eb60d,2025-08-01,Freelance Payment Amberside,269.68,USD,Freelance Payment,Income,Amberside,Singapore
22c7f6a0-1ecb-4485-98fe-1fb4a60de360,2025-05-01,EasyJet Masonshire,-81.46,EUR,EasyJet,Travel,Masonshire,Ethiopia
40661d59-734c-4120-9b39-b70608a85933,2025-03-03,PlayStation Store Port Nicholas,-189.89,GBP,PlayStation Store,Entertainment,Port Nicholas,Fiji
28653d31-70d7-45f8-93aa-30ff15411447,2025-09-24,Ryanair Port Gillian,-215.5,EUR,Ryanair,Travel,Port Gillian,Montenegro
23348560-e8d5-44c0-945d-b79374398fd5,2025-06-17,Cineworld Holtfort,-99.31,USD,Cineworld,Entertainment,Holtfort,Thailand
2f473243-4dab-45a1-9f3b-80e05c9c80b7,2025-03-04,Sainsbury's Kellyview,-49.5,GBP,Sainsbury's,Groceries,Kellyview,Guam
8ab938be-4fc2-4b39-bae2-a841b275afa0,2025-02-16,Trainline Suzannetown,-23.95,GBP,Trainline,Transport,Suzannetown,Maldives
231dadaa-2610-4341-b3ec-43043cce8311,2025-10-18,Octopus Energy East Janefort,-127.65,EUR,Octopus Energy,Utilities,East Janefort,Moldova
8e69ca65-7d73-4961-88d0-592f820d500d,2025-08-10,Vision Express Berryfort,-271.93,USD,Vision Express,Health,Berryfort,Kiribati
e3343740-c062-4342-af26-3eb2d22ce9d5,2025-08-23,Just Eat West Rossfurt,-117.21,EUR,Just Eat,Food,West Rossfurt,Puerto Rico
f4608bb5-6271-4cc3-9048-714b23aa5e6c,2025-02-03,EE Mobile Elaineside,-227.28,GBP,EE Mobile,Utilities,Elaineside,Marshall Islands
98cf4808-778b-4b55-8147-0c90809ed7d1,2025-03-11,Tax Refund Jaymouth,221.72,USD,Tax Refund,Income,Jaymouth,Faroe Islands
69ef22be-4512-4483-ba88-00a4c689623b,2025-02-26,IKEA North Alex,-69.73,GBP,IKEA,Shopping,North Alex,Germany
af28edd9-3311-434b-ab03-d5b07b3ae373,2024-12-19,Ryanair East Robin,-119.71,USD,Ryanair,Travel,East Robin,Saint Vincent and the Grenadines
f201358a-4bff-446d-9954-3ac9bfcea300,2025-05-02,NHS Prescription Oliverborough,-252.95,EUR,NHS Prescription,Health,Oliverborough,French Polynesia
bf674516-1c20-4607-a7b0-9056fac16aa5,2025-01-28,Bank Fee West Stephen,-12.96,GBP,Bank Fee,Other,West Stephen,Russian Federation
81dcba1c-5d40-49b6-8345-d6839adc7f76,2025-05-20,Bank Fee Jordanton,-200.58,EUR,Bank Fee,Other,Jordanton,Micronesia
0a4eb1ba-53c4-47de-9a5c-8a7914d4b7ca,2025-02-20,NHS Prescription Lake Abigail,-260.72,EUR,NHS Prescription,Health,Lake Abigail,Bosnia and Herzegovina
5844e97c-b2a8-461b-94fe-be7d5cd5e110,2025-09-21,Starbucks Paulinefort,-116.84,EUR,Starbucks,Food,Paulinefort,Kazakhstan
e41c7bd6-5532-415a-98ba-ebadf6e19dee,2025-03-10,Airbnb West Lesleyville,-104.56,GBP,Airbnb,Travel,West Lesleyville,Swaziland
834d2a1a-ed22-488d-a1dd-8800a04130df,2024-11-29,PlayStation Store Fordton,-79.42,EUR,PlayStation Store,Entertainment,Fordton,Canada
6d96cdb3-2984-45c3-bf2f-c3fd9ec0b3ef,2024-12-30,Ryanair Grahambury,-225.96,EUR,Ryanair,Travel,Grahambury,British Indian Ocean Territory (Chagos Archipelago)
0cdfbf03-97bf-42ca-b161-09bd105b260c,2025-05-29,Thames Water Butlerbury,-196.79,USD,Thames Water,Utilities,Butlerbury,Singapore
e4e6f395-7ac9-4282-ad48-0a8d5819fc97,2025-05-16,McDonald's Walkerport,-285.14,EUR,McDonald's,Food,Walkerport,Tokelau
08f9c4dc-a88a-4a14-bf2b-467dc87b2e66,2025-06-09,Just Eat Rogerston,-49.95,EUR,Just Eat,Food,Rogerston,New Zealand
1dc93cad-e1e7-4ee9-b9c0-a0a5958195ee,2025-10-23,Ryanair Port Gavinborough,-171.37,EUR,Ryanair,Travel,Port Gavinborough,Estonia
891c53fe-f66b-4e79-9885-af601f27f155,2025-07-05,Airbnb East Kyle,-231.23,EUR,Airbnb,Travel,East Kyle,Micronesia
5ab2deb8-3df8-4983-a99d-3d4c8f914521,2024-12-03,Bank Fee South Barbarafort,-289.3,USD,Bank Fee,Other,South Barbarafort,French Guiana
af08f09d-d9ce-49b9-903a-8e880b889a90,2024-11-17,Sainsbury's Dianaport,-289.59,EUR,Sainsbury's,Groceries,Dianaport,Reunion
56fc8a99-b7bd-4f3e-9f67-5440cf86930b,2025-09-16,PayPal Lake Donaldview,-279.02,USD,PayPal,Other,Lake Donaldview,Solomon Islands
ea292fba-1e2a-4c14-8bea-7a58b0564390,2025-08-22,Vision Express South Geoffrey,-282.73,EUR,Vision Express,Health,South Geoffrey,Mayotte
76bf7cd2-28a0-43e5-8acb-cab59cb9c369,2025-01-27,Waitrose West Patrick,-208.73,USD,Waitrose,Groceries,West Patrick,Barbados
ab1044f6-41e2-4140-86bc-968ce24e1c46,2024-11-27,Amazon Marilynshire,-210.67,GBP,Amazon,Shopping,Marilynshire,Uruguay
e8102445-0446-44cc-82e6-bcca2409d9cc,2025-02-19,PayPal South Charleneport,-239.89,USD,PayPal,Other,South Charleneport,Reunion
37b98b40-389c-45bd-a47d-3970cc7b6db4,2025-04-02,Starbucks Donnaside,-162.16,USD,Starbucks,Food,Donnaside,Lithuania
91ac58a9-7591-4900-b019-0008e86b08a7,2025-04-15,British Gas South Brandonview,-154.26,GBP,British Gas,Utilities,South Brandonview,Anguilla
98fae6fb-4b96-4f4a-bcef-6d56cdbcb0ff,2024-12-09,Pizza Express Port Ellieview,-247.59,EUR,Pizza Express,Food,Port Ellieview,Morocco
135bb2d6-9baf-49d1-9b41-b89663d12490,2024-11-20,PureGym South Maureen,-192.5,GBP,PureGym,Health,South Maureen,Pakistan
1688da82-8eea-4186-98ea-c9cacd1db8f7,2025-04-16,BP Petrol Jeremyshire,-56.96,USD,BP Petrol,Transport,Jeremyshire,Jordan
986d19d4-9120-4870-8ec8-483e887e1d69,2025-06-26,PlayStation Store Morganfort,-142.14,USD,PlayStation Store,Entertainment,Morganfort,Guernsey
11273e97-fddd-4a5b-951c-8d33ff86315e,2025-04-04,TransferWise Vanessaville,-100.08,EUR,TransferWise,Other,Vanessaville,Togo
82d095ed-1b12-4fd9-9d48-f3c38ca514dc,2025-01-03,Lidl Faulknerport,-265.08,EUR,Lidl,Groceries,Faulknerport,Panama
